Author,Year,Title,Publication,DOI,Authors,Published-print,Volume,Page
Veeken,2020,"Seismic reservoir characterization of Bentheimer sandstone, Emlichheim oil field, Lower Saxony, Germany",Interpretation,10.1190/int-2019-0308.1,"Strecker, Uwe; Hagedorn, Steffen; Zeug, Matthias; Veeken, Paul; Weist, Wulf; Weiel, Dominik; de Groot, Paul; Fuhren, Tobias; Frehers, Sven",2020,8,8
Weiel,2020,"Seismic reservoir characterization of Bentheimer sandstone, Emlichheim oil field, Lower Saxony, Germany",Interpretation,10.1190/int-2019-0308.1,"Strecker, Uwe; Hagedorn, Steffen; Zeug, Matthias; Veeken, Paul; Weist, Wulf; Weiel, Dominik; de Groot, Paul; Fuhren, Tobias; Frehers, Sven",2020,8,8
Fuhren,2020,"Seismic reservoir characterization of Bentheimer sandstone, Emlichheim oil field, Lower Saxony, Germany",Interpretation,10.1190/int-2019-0308.1,"Strecker, Uwe; Hagedorn, Steffen; Zeug, Matthias; Veeken, Paul; Weist, Wulf; Weiel, Dominik; de Groot, Paul; Fuhren, Tobias; Frehers, Sven",2020,8,8
Frehers,2020,"Seismic reservoir characterization of Bentheimer sandstone, Emlichheim oil field, Lower Saxony, Germany",Interpretation,10.1190/int-2019-0308.1,"Strecker, Uwe; Hagedorn, Steffen; Zeug, Matthias; Veeken, Paul; Weist, Wulf; Weiel, Dominik; de Groot, Paul; Fuhren, Tobias; Frehers, Sven",2020,8,8
Weghs,2021,Photometric search for exomoons by using convolutional neural networks,Astro Nachr,10.1002/asna.202114007,"Weghs, Lukas",2021,342,342
Wagemann,2018,Geospatial web services pave new ways for server-based on-demand access and processing of Big Earth Data,Int J Digit Earth,10.1080/17538947.2017.1351583,"Wagemann, Julia; Clements, Oliver; Marco Figuera, Ramiro; Rossi, Angelo Pio; Mantovani, Simone",2018,11,11
Nikolov,2020,ANTHROPOCENE VERSUS HOLOCENE IN THE LIGHT OF THE PRINCIPLES OF STRATIGRAPHY,C R Acad Bulg Sci,10.7546/crabs.2020.02.12,"Nikolov, Todor; Hristova, Raina",2020,,
Hristova,2020,ANTHROPOCENE VERSUS HOLOCENE IN THE LIGHT OF THE PRINCIPLES OF STRATIGRAPHY,C R Acad Bulg Sci,10.7546/crabs.2020.02.12,"Nikolov, Todor; Hristova, Raina",2020,,
Ortombina,2019,Adaptive Maximum Torque per Ampere Control of Synchronous Reluctance Motors by Radial Basis Function Networks,IEEE J Emerg Sel Top Power Electron,10.1109/jestpe.2018.2858842,"Ortombina, Ludovico; Tinazzi, Fabio; Zigliotto, Mauro",2019,7,7
Lopez-Perez,2021,A Contribution to Deep Learning Approaches for Automatic Classification of Volcano-Seismic Events: Deep Gaussian Processes,IEEE Trans Geosci Remote Sensing,10.1109/tgrs.2020.3022995,"Lopez-Perez, Miguel; Garcia, Luz; Benitez, Carmen; Molina, Rafael",2021,59,59
Matthews,2020,Decoding earth's plate tectonic history using sparse geochemical data,Geosci Front,10.1016/j.gsf.2019.05.002,"Tetley, Michael G.; Li, Zheng-Xiang; Matthews, Kara J.; Williams, Simon E.; Müller, R. Dietmar",2020,11,11
Wegner, Mag,"Deep Learning and Earth Observation to Support the Sustainable Development Goals: Current Approaches, Open Challenges, and Future Opportunities",IEEE Geosci Remote Sen,10.1109/mgrs.2021.3136100,"Persello, Claudio; Wegner, Jan Dirk; Hansch, Ronny; Tuia, Devis; Ghamisi, Pedram; Koeva, Mila; Camps-Valls, Gustau",2022,,
Kunwar,2021,Large-Scale Semantic 3-D Reconstruction: Outcome of the 2019 IEEE GRSS Data Fusion Contest-Part A,IEEE J Sel Top Appl Earth Observ Remote Sens,10.1109/jstars.2020.3032221,"Kunwar, Saket; Chen, Hongyu; Lin, Manhui; Zhang, Hongyan; D'Angelo, Pablo; Cerra, Daniele; Azimi, Seyed Majid; Brown, Myron; Hager, Gregory; Yokoya, Naoto; Hansch, Ronny; Le Saux, Bertrand",2021,14,14
Caumont,2018,From Copernicus Big Data to Big Information and Big Knowledge: A Demo from the Copernicus App Lab Project,CIKM'18: PROCEEDINGS OF THE 27TH ACM INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT,10.1145/3269206.3269232,"Bereta, Konstantina; Caumont, Hervé; Goor, Erwin; Koubarakis, Manolis; Pantazi, Despina-Athanasia; Stamoulis, George; Ubels, Sam; Venus, Valentijn; Wahyudi, Firman",2018,,
Ubels,2018,From Copernicus Big Data to Big Information and Big Knowledge: A Demo from the Copernicus App Lab Project,CIKM'18: PROCEEDINGS OF THE 27TH ACM INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT,10.1145/3269206.3269232,"Bereta, Konstantina; Caumont, Hervé; Goor, Erwin; Koubarakis, Manolis; Pantazi, Despina-Athanasia; Stamoulis, George; Ubels, Sam; Venus, Valentijn; Wahyudi, Firman",2018,,
Wahyudi,2018,From Copernicus Big Data to Big Information and Big Knowledge: A Demo from the Copernicus App Lab Project,CIKM'18: PROCEEDINGS OF THE 27TH ACM INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT,10.1145/3269206.3269232,"Bereta, Konstantina; Caumont, Hervé; Goor, Erwin; Koubarakis, Manolis; Pantazi, Despina-Athanasia; Stamoulis, George; Ubels, Sam; Venus, Valentijn; Wahyudi, Firman",2018,,
Nevistic,2022,"The Concept, Realizations and Role of Geosciences in the Development of Smart Cities",Teh Vjesn,10.17559/tv-20201023143444,,2022,29,29
Chmielewska,2021,Remote measurement of building usable floor area - Algorithms fusion,Land Use Pol,10.1016/j.landusepol.2020.104938,"Janowski, Artur; Renigier-Biłozor, Małgorzata; Walacik, Marek; Chmielewska, Aneta",2021,100,100
Garnett,2018,Total systemic failure?,Sci Total Environ,10.1016/j.scitotenv.2018.01.075,"Garnett, Philip",2018,626,626
Kronberg,2021,Prediction of Soft Proton Intensities in the Near-Earth Space Using Machine Learning,Astrophys J,10.3847/1538-4357/ac1b30,"Kronberg, Elena A.; Hannan, Tanveer; Huthmacher, Jens; Münzer, Marcus; Peste, Florian; Zhou, Ziyang; Berrendorf, Max; Faerman, Evgeniy; Gastaldello, Fabio; Ghizzardi, Simona; Escoubet, Philippe; Haaland, Stein; Smirnov, Artem; Sivadas, Nithin; Allen, Robert C.; Tiengo, Andrea; Ilie, Raluca",2021,921,921
Girard,2018,END-TO-END LEARNING OF POLYGONS FOR REMOTE SENSING IMAGE CLASSIFICATION,IGARSS 2018 - 2018 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM,10.1109/igarss.2018.8518116,"Girard, Nicolas; Tarabalka, Yuliya",2018,,
Stavroulopoulou,TION,Deep Learning for Agricultural Land Detection in Insular Areas,2019 10TH INTERNATIONAL CONFERENCE ON INFORM,10.1109/iisa.2019.8900670,"Charou, Eleni; Felekis, George; Stavroulopoulou, Danai Bournou; Koutsoukou, Maria; Panagiotopoulou, Antigoni; Voutos, Yorghos; Bratsolis, Emmanuel; Mylonas, Phivos; Likforman-Sulem, Laurence",2019,,
Grivei,2020,SVMIRE - AN OPEN SOURCE SVM IMAGE RETRIEVAL WITH RELEVANCE FEEDBACK SYSTEM FOR EARTH OBSERVATION DATA CLASSIFICATION,2020 13TH INTERNATIONAL CONFERENCE ON COMMUNICATIONS (COMM),10.1109/comm48946.2020.9141975,"Grivei, Alexandru-Cosmin",2020,,
Dell'Aversana,2020,An integrated multi-physics Machine Learning approach for exploration risk mitigation,Boll Geofis Teor Appl,10.3997/2214-4609.201801619,"Dell'Aversana, P.; Ciurlo, B.; Colombo, S.",2018,,
Baumann,2020,BIG DATA S TANDARDS AND ANALYSIS -READ INES S : STATUS AND EVOLUTION,IGARSS 2020 - 2020 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM,10.1109/igarss39084.2020.9323424,"Baumann, Peter",2020,,
Carbonari,2018,Filtering of noisy magnetotelluric signals by SOM neural networks,Phys Earth Planet Inter,10.1016/j.pepi.2018.10.004,"Carbonari, R.; Di Maio, R.; Piegari, E.; D'Auria, L.; Esposito, A.; Petrillo, Z.",2018,285,285
Jahangir,2019,Effective Ground-Truthing of Supervised Machine Learning for Drone Classification,2019 INTERNATIONAL RADAR CONFERENCE (RADAR2019),10.1109/radar41533.2019.171322,"Sim, Jacob; Jahangir, Mohammad; Fioranelli, Francesco; Baker, Chris J; Dale, Holly",2019,,
Baker,2019,Effective Ground-Truthing of Supervised Machine Learning for Drone Classification,2019 INTERNATIONAL RADAR CONFERENCE (RADAR2019),10.1109/radar41533.2019.171322,"Sim, Jacob; Jahangir, Mohammad; Fioranelli, Francesco; Baker, Chris J; Dale, Holly",2019,,
Kurinov,2020,Automated Excavator Based on Reinforcement Learning and Multibody System Dynamics,IEEE Access,10.1109/access.2020.3040246,"Kurinov, Ilya; Orzechowski, Grzegorz; Hamalainen, Perttu; Mikkola, Aki",2020,8,8
Scano,2021,Extending P4 in-band telemetry to user equipment for latency- and localization-aware autonomous networking with AI forecasting,J Opt Commun Netw,10.1364/jocn.425891,"Scano, Davide; Paolucci, Francesco; Kondepu, Koteswararao; Sgambelluri, Andrea; Valcarenghi, Luca; Cugini, Filippo",2021,13,13
Johnson,2020,Kernel methods and their derivatives: Concept and perspectives for the earth system sciences,PLoS One,10.1371/journal.pone.0235885,"Johnson, J. Emmanuel; Laparra, Valero; Pérez-Suay, Adrián; Mahecha, Miguel D.; Camps-Valls, Gustau",,15,15
Mosser,2020,Stochastic Seismic Waveform Inversion Using Generative Adversarial Networks as a Geological Prior,Math Geosci,10.1007/s11004-019-09832-6,"Mosser, Lukas; Dubrule, Olivier; Blunt, Martin J.",2020,52,52
Pittaras,2019,GeoSensor: Semantifying Change and Event Detection over Big Data,SAC '19: PROCEEDINGS OF THE 34TH ACM/SIGAPP SYMPOSIUM ON APPLIED COMPUTING,10.1109/igarss.2014.6946697,Peng Yue; Chenxiao Zhang; Mingda Zhang; Liangcun Jiang,2014,,
Taniskidou,2019,GeoSensor: Semantifying Change and Event Detection over Big Data,SAC '19: PROCEEDINGS OF THE 34TH ACM/SIGAPP SYMPOSIUM ON APPLIED COMPUTING,10.1109/igarss.2014.6946697,Peng Yue; Chenxiao Zhang; Mingda Zhang; Liangcun Jiang,2014,,
Thanos,2019,GeoSensor: Semantifying Change and Event Detection over Big Data,SAC '19: PROCEEDINGS OF THE 34TH ACM/SIGAPP SYMPOSIUM ON APPLIED COMPUTING,10.1109/igarss.2014.6946697,Peng Yue; Chenxiao Zhang; Mingda Zhang; Liangcun Jiang,2014,,
Tsekouras,2019,GeoSensor: Semantifying Change and Event Detection over Big Data,SAC '19: PROCEEDINGS OF THE 34TH ACM/SIGAPP SYMPOSIUM ON APPLIED COMPUTING,10.1109/igarss.2014.6946697,Peng Yue; Chenxiao Zhang; Mingda Zhang; Liangcun Jiang,2014,,
Sichitiu,2020,Digital Tracking Cloud Distributed Architecture for Detection of Faint NEAs,2019 21ST INTERNATIONAL SYMPOSIUM ON SYMBOLIC AND NUMERIC ALGORITHMS FOR SCIENTIFIC COMPUTING (SYNASC 2019),10.1109/synasc49474.2019.00025,"Sichitiu, Roxana E.; Frincu, Marc E.; Vaduvescu, Ovidiu",2019,,
Vaduvescu,2020,Digital Tracking Cloud Distributed Architecture for Detection of Faint NEAs,2019 21ST INTERNATIONAL SYMPOSIUM ON SYMBOLIC AND NUMERIC ALGORITHMS FOR SCIENTIFIC COMPUTING (SYNASC 2019),10.1109/synasc49474.2019.00025,"Sichitiu, Roxana E.; Frincu, Marc E.; Vaduvescu, Ovidiu",2019,,
Coluccia,2020,Optical Compressive Imaging Technologies for Space Big Data,IEEE Trans Big Data,10.1109/tbdata.2019.2907135,"Coluccia, Giulio; Lastri, Cinzia; Guzzi, Donatella; Magli, Enrico; Nardino, Vanni; Palombi, Lorenzo; Pippi, Ivan; Raimondi, Valentina; Ravazzi, Chiara; Garoi, Florin; Coltuc, Daniela; Vitulli, Raffaele; Marchi, Alessandro Zuccaro",2020,6,6
Frajberg,2020,Mountain summit detection with Deep Learning: evaluation and comparison with heuristic methods,Appl Geomat,10.1007/s12518-019-00295-2,"Torres, Rocio Nahime; Fraternali, Piero; Milani, Federico; Frajberg, Darian",2020,12,12
Smirnov,2020,Medium Energy Electron Flux in Earth's Outer Radiation Belt (MERLIN): A Machine Learning Model,Space Weather,10.1029/2020sw002532,"Smirnov, A. G.; Berrendorf, M.; Shprits, Y. Y.; Kronberg, E. A.; Allison, H. J.; Aseev, N. A.; Zhelavskaya, I. S.; Morley, S. K.; Reeves, G. D.; Carver, M. R.; Effenberger, F.",2020,18,18
Martincic,2019,Automated System for Ship Detection from Medium Resolution Satellite Optical Imagery,OCEANS 2019 MTS/IEEE SEATTLE,10.23919/oceans40490.2019.8962707,"Stepec, Dejan; Martincic, Tomaz; Skocaj, Danijel",2019,,
Taktak,TING,Towards Knowledge-Driven Automatic Service Composition for Wildfire Prediction,SERVICE-ORIENTED COMP,10.1007/978-3-030-76352-7_38,"Taktak, Hela; Boukadi, Khouloud; Guégan, Chirine Ghedira; Mrissa, Michael; Gargouri, Faïez",2021,,
Atanassov,SORS,Multisensor Earth observation systems: data fusion,SE,10.1117/12.2325731,"Borisova, Denitsa; Atanassov, Valentin; Petkov, Doyno; Dimitrov, Ventzeslav; Goranova, Margarita; Vasileva, Hristina",2018,,
Lenouvel,2021,Identification of Electron Diffusion Regions with a Machine Learning Approach on MMS Data at the Earth's Magnetopause,Earth Space Sci,10.1029/2020ea001530,"Lenouvel, Q.; Génot, V.; Garnier, P.; Toledo‐Redondo, S.; Lavraud, B.; Aunai, N.; Nguyen, G.; Gershman, D. J.; Ergun, R. E.; Lindqvist, P.‐A.; Giles, B.; Burch, J. L.",2021,8,8
Hoffmann,2021,The value of multiple data sources in machine learning models for power system event prediction,2021 INTERNATIONAL CONFERENCE ON SMART ENERGY SYSTEMS AND TECHNOLOGIES (SEST),10.1109/sest50973.2021.9543226,"Hoffmann, Volker; Klemets, Jonatan Ralf Axel; Torsaeter, Bendik Nybakk; Rosenlund, Gjert H.; Andresen, Christian A.",2021,,
Klemets,2021,The value of multiple data sources in machine learning models for power system event prediction,2021 INTERNATIONAL CONFERENCE ON SMART ENERGY SYSTEMS AND TECHNOLOGIES (SEST),10.1109/sest50973.2021.9543226,"Hoffmann, Volker; Klemets, Jonatan Ralf Axel; Torsaeter, Bendik Nybakk; Rosenlund, Gjert H.; Andresen, Christian A.",2021,,
Rosenlund,2021,The value of multiple data sources in machine learning models for power system event prediction,2021 INTERNATIONAL CONFERENCE ON SMART ENERGY SYSTEMS AND TECHNOLOGIES (SEST),10.1109/sest50973.2021.9543226,"Hoffmann, Volker; Klemets, Jonatan Ralf Axel; Torsaeter, Bendik Nybakk; Rosenlund, Gjert H.; Andresen, Christian A.",2021,,
Agnan,2021,Scaling uncertainties on asteroid characteristics to prepare datasets for machine learning,Adv Space Res,10.1016/j.asr.2021.06.007,"Agnan, Marco; Vannitsen, Jordan",2021,68,68
Rothe,2020,"Jellyfish encounters: science, technology and security in the Anthropocene ocean",Crit Stud Secur,10.1080/21624887.2020.1815478,"Rothe, Delf",2020,8,8
Apostolopoulos,2019,EXTENDING OGC STANDARDS FOR SUPPORTING BIG-EARTH DATA RETRIEVAL AND ANALYTICS,2019 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS 2019),10.1109/igarss.2019.8897888,"Apostolopoulos, Konstantinos; Kakaletris, Georgios; Koltsida, Panagiota",2019,,
Koltsida,2019,EXTENDING OGC STANDARDS FOR SUPPORTING BIG-EARTH DATA RETRIEVAL AND ANALYTICS,2019 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS 2019),10.1109/igarss.2019.8897888,"Apostolopoulos, Konstantinos; Kakaletris, Georgios; Koltsida, Panagiota",2019,,
Apfeld,2021,Recognition of Unknown Radar Emitters With Machine Learning,IEEE Trans Aerosp Electron Syst,10.1109/taes.2021.3098125,"Apfeld, Sabine; Charlish, Alexander",2021,57,57
Charlish,2021,Recognition of Unknown Radar Emitters With Machine Learning,IEEE Trans Aerosp Electron Syst,10.1109/taes.2021.3098125,"Apfeld, Sabine; Charlish, Alexander",2021,57,57
Gurk,2019,Food authentication: Multi-elemental analysis of white asparagus for provenance discrimination,Food Chem,10.1016/j.foodchem.2019.01.105,"Richter, Bernadette; Gurk, Stephanie; Wagner, Deniz; Bockmayr, Michael; Fischer, Markus",2019,286,286
Bockmayr,2019,Food authentication: Multi-elemental analysis of white asparagus for provenance discrimination,Food Chem,10.1016/j.foodchem.2019.01.105,"Richter, Bernadette; Gurk, Stephanie; Wagner, Deniz; Bockmayr, Michael; Fischer, Markus",2019,286,286
Schmid,2019,Mitigating supply risks through involvement in rare earth projects: Japan's strategies and what the US can learn,Resour Policy,10.1016/j.resourpol.2019.101457,"Schmid, Marc",2019,63,63
Mihevc,2021,"MORPHOLOGICAL CHARACTERISTICS AND DISTRIBUTION OF DOLINES IN SLOVENIA, A STUDY OF A LIDAR-BASED DOLINE MAP OF SLOVENIA",ACTA CARSOLOGICA,10.3986/ac.v50i1.9462,"Mihevc, Andrej; Mihevc, Rok",,50,50
Mihevc,2021,"MORPHOLOGICAL CHARACTERISTICS AND DISTRIBUTION OF DOLINES IN SLOVENIA, A STUDY OF A LIDAR-BASED DOLINE MAP OF SLOVENIA",ACTA CARSOLOGICA,10.3986/ac.v50i1.9462,"Mihevc, Andrej; Mihevc, Rok",,50,50
Kadow,2020,Artificial intelligence reconstructs missing climate information,Nat Geosci,10.1038/s41561-020-0582-5,"Kadow, Christopher; Hall, David Matthew; Ulbrich, Uwe",2020,13,13
Mouradi,2021,Physically interpretable machine learning algorithm on multidimensional non-linear fields,J Comput Phys,10.1016/j.jcp.2020.110074,"Mouradi, Rem-Sophia; Goeury, Cédric; Thual, Olivier; Zaoui, Fabrice; Tassi, Pablo",2021,428,428
Pereira,2019,Development of an ANN based corrective algorithm of the operational ECMWF global horizontal irradiation forecasts,Sol Energy,10.1016/j.solener.2019.04.070,"Pereira, Sara; Canhoto, Paulo; Salgado, Rui; Costa, Maria João",2019,185,185
Stefanut,2018,NEARBY Platform: Algorithm for Automated Asteroids Detection in Astronomical Images,2018 IEEE 14TH INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTER COMMUNICATION AND PROCESSING (ICCP),10.1109/iccp.2018.8516594,"Stefanut, Teodor; Bacu, Victor; Nandra, Constantin; Balasz, Denisa; Gorgan, Dorian; Vaduvescu, Ovidiu",2018,,
Bacu,2018,NEARBY Platform: Algorithm for Automated Asteroids Detection in Astronomical Images,2018 IEEE 14TH INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTER COMMUNICATION AND PROCESSING (ICCP),10.1109/iccp.2018.8516594,"Stefanut, Teodor; Bacu, Victor; Nandra, Constantin; Balasz, Denisa; Gorgan, Dorian; Vaduvescu, Ovidiu",2018,,
Nandra,2018,NEARBY Platform: Algorithm for Automated Asteroids Detection in Astronomical Images,2018 IEEE 14TH INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTER COMMUNICATION AND PROCESSING (ICCP),10.1109/iccp.2018.8516594,"Stefanut, Teodor; Bacu, Victor; Nandra, Constantin; Balasz, Denisa; Gorgan, Dorian; Vaduvescu, Ovidiu",2018,,
Balasz,2018,NEARBY Platform: Algorithm for Automated Asteroids Detection in Astronomical Images,2018 IEEE 14TH INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTER COMMUNICATION AND PROCESSING (ICCP),10.1109/iccp.2018.8516594,"Stefanut, Teodor; Bacu, Victor; Nandra, Constantin; Balasz, Denisa; Gorgan, Dorian; Vaduvescu, Ovidiu",2018,,
Jorge,LITY,Geolocation and Counting of People with Aerial Thermal Imaging for Rescue Purposes<bold> </bold>,AUGMENTED RE,10.1007/978-3-319-95270-3_12,"Andrea, Córdova C.; Byron, Jiménez Q.; Jorge, Pardo I.; Inti, Toalombo CH.; Aguilar, Wilbert G.",2018,,
Gudzius,2019,Optimal U-net architecture for object recognition problems in multispectral satellite imagery,2019 IEEE/ACS 16TH INTERNATIONAL CONFERENCE ON COMPUTER SYSTEMS AND APPLICATIONS (AICCSA 2019),10.1109/aiccsa47632.2019.9035305,"Gudzius, Povilas; Kurasova, Olga; Filatovas, Ernestas",2019,,
Selea,2020,AgriSen - A Dataset for Crop Classification,2020 22ND INTERNATIONAL SYMPOSIUM ON SYMBOLIC AND NUMERIC ALGORITHMS FOR SCIENTIFIC COMPUTING (SYNASC 2020),10.1109/synasc51798.2020.00049,"Selea, Teodora; Pslaru, Marius-Florin",2020,,
Pslaru,2020,AgriSen - A Dataset for Crop Classification,2020 22ND INTERNATIONAL SYMPOSIUM ON SYMBOLIC AND NUMERIC ALGORITHMS FOR SCIENTIFIC COMPUTING (SYNASC 2020),10.1109/synasc51798.2020.00049,"Selea, Teodora; Pslaru, Marius-Florin",2020,,
Kondmann,2021,Change Detection in Hyperdimensional Images Using Untrained Models,IEEE J Sel Top Appl Earth Observ Remote Sens,10.1109/jstars.2021.3121556,"Saha, Sudipan; Kondmann, Lukas; Song, Qian; Zhu, Xiao Xiang",2021,14,14
Song,2021,Change Detection in Hyperdimensional Images Using Untrained Models,IEEE J Sel Top Appl Earth Observ Remote Sens,10.1109/jstars.2021.3121556,"Saha, Sudipan; Kondmann, Lukas; Song, Qian; Zhu, Xiao Xiang",2021,14,14
